tag,count
BankOverdraftsClassifiedAsCashEquivalents,33
EmployeeStockOwnershipPlanESOPDebtStructureEmployerLoanGuarantee,33
AssetsLessCurrentLiabilities,32
StockholdersEquityQualifiedForNetCapital,32
NotesAndDebenturesIssued,32
MinorityInterestPreferredStockAmount,32
TheatricalFilmCosts,32
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities,32
InventoryDrillingNoncurrent,32
DeferredCostsLeasingNetCurrent,32
CurrentRecognisedLiabilitiesDefinedBenefitPlan,32
SecuritiesSoldUnderAgreementsToRepurchaseFairValueOfCollateral,32
FinancialLiabilitiesFairValueDisclosure,32
TemporaryEquitySharesSubscribedButUnissued,32
OtherIntangibleAssets,32
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,32
CurrentDepositsFromCustomers,32
ConsumerLoans,32
DebtInstrumentUnamortizedPremiumCurrent,32
ServicingAssetAtAmortizedValueFairValue,32
SpecialAssessmentBond,31
UnbilledReceivablesNotBillableAtBalanceSheetDateAmountExpectedToBeCollectedWithinOneYear,31
LeveragedLeasesBalanceSheetInvestmentInLeveragedLeases,31
OtherPropertyPlantAndEquipment,31
RestrictedCashEquivalentsCurrent,31
CurrentHeldtomaturityInvestments,31
ReceivableWithImputedInterestNetAmount,31
LiabilityForFuturePolicyBenefitsOtherContracts,31
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,31
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,31
InterestBearingForeignDepositTimeDeposits,31
AssetReportingCurrencyDenominatedValue,30
TradeAndOtherPayablesToRelatedParties,30
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsCurrent,30
OtherDeferredCompensationArrangementsLiabilityClassifiedNoncurrent,30
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,30
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,30
ValueOfPropertiesOtherThanThatAttributableToProvedReserves,30
VariableInterestEntityNonconsolidatedCarryingAmountLiabilities,30
SharePrice,30
MarketableSecuritiesFixedMaturitiesCurrent,30
RetentionPayableDueInNextRollingTwelveMonths,29
NoncurrentLeasePrepayments,29
CommercialPaperAtCarryingValue,29
CurrentAssetsLiabilities,29
CashSegregatedUnderOtherRegulations,29
CapitalLeasesNetInvestmentInDirectFinancingLeasesAllowanceForUncollectibleMinimumLeasePayments,29
NoncurrentPortionOfNoncurrentBondsIssued,29
SalvageAndSubrogationRecoveriesValue,29
DeferredTaxAssetsOtherComprehensiveLoss,29
RevaluationSurplus,29
FinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,29
LeaseLiabilities,29
RedeemablePreferredStock,29
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,29
NoncurrentHeldtomaturityInvestments,29
DeferredTaxLiabilitiesDeferredExpenseCapitalizedPatentCosts,29
SecuritiesSoldUnderAgreementsToRepurchaseGross,29
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,29
CurrentLoansReceivedAndCurrentPortionOfNoncurrentLoansReceived,29
ReserveOfGainsAndLossesOnRemeasuringAvailableforsaleFinancialAssets,29
DerivativeLiabilityNotionalAmount,28
RealEstateVariableInterestEntityBorrowings,28
FairValueLiabilitiesMeasuredOnRecurringBasisObligations,28
NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss,28
DiscontinuedOperationAmountsOfMaterialContingentLiabilitiesRemaining,28
PreferredStockCapitalSharesReservedForFutureIssuance,28
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilitiesCurrent,28
DevelopmentCostsCumulative,28
LoansReceivableCommercialDevelopment,28
RedeemableNoncontrollingInterestEquityPreferredFairValue,28
PayablesForCongressionallyMandatedAssessments,28
InterestRateFairValueHedgeLiabilityAtFairValue,27
PledgedAssetsSeparatelyReportedRealEstatePledgedAsCollateralAtFairValue,27
PreconfirmationDeferredFinancingCosts,27
VariableInterestEntityConsolidatedLiabilitiesCurrentNoRecourse,27
AcquiredIndefiniteLivedIntangibleAssetAmount,27
DeferredCompensationCashbasedArrangementsLiabilityCurrentAndNoncurrent,27
DeferredIncomeNoncurrent,27
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupCommercialRealEstate,27
RedeemableConvertiblePreferredStockSharesOutstanding,27
DebtInstrumentsHeld,27
DebtSecuritiesAvailableForSaleAndHeldToMaturity,27
HeldToMaturitySecuritiesDebtMaturitiesFairValue,27
WeightedAverageCostInventoryAmount,27
AociLossCashFlowHedgeCumulativeGainLossAfterTax,26
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,26
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,26
GovernmentContractReceivable,26
NoncurrentPayablesOnSocialSecurityAndTaxesOtherThanIncomeTax,26
RestrictedCashEquivalentsNoncurrent,26
AmountsPayableRelatedPartyTransactions,26
DeferredTaxAssetsTaxDeferredExpense,26
SecuritiesBorrowedFairValueDisclosure,26
LoansAndLeasesReceivableImpairedAllowanceForLoanLosses,26
DueToOtherRelatedPartiesCurrent,26
CurrentValueAddedTaxReceivables,26
CapitalLeasesNetInvestmentInSalesTypeLeasesAllowanceForUncollectibleMinimumLeasePayments,25
LoansPayableFairValueDisclosure,25
TreasuryStockAcquiredAverageCostPerShare,25
AgriculturalRelatedInventoryGrowingCrops,25
InventoryRealEstateMortgageLoansHeldInInventory,25
LeveragedLeasesBalanceSheetDeferredTaxesArisingFromLeveragedLeases,25
InterestRateCashFlowHedgeAssetAtFairValue,25
PreconfirmationRetainedEarningsDeficit,25
OtherNonfinancialAssets,25
DeferredTaxLiabilitiesRegulatoryAssetsAndLiabilities,25
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,25
NotesReceivableByOwnerToLimitedLiabilityCompanyLLC,25
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,25
OtherOwnershipInterestsUnitsAuthorized,25
ExtendedProductWarrantyAccrualCurrent,25
ReceivablesHeldForSaleNetAmount,25
GuaranteesFairValueDisclosure,25
GeneralPartnersShareOfUndistributedEarningsIncentiveDistributionRightEmbeddedInGeneralPartnerInterest,25
DebtSecuritiesCurrent,25
LoansAndLeasesReceivableGrossCarryingAmountConsumer,24
HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,24
LoansAndLeasesReceivableCommercialGovernments,24
VariableInterestCarryingAmountLiabilities,24
ProductLiabilityContingencyAccrualPresentValue,24
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsOther,24
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,24
RedeemableNoncontrollingInterestEquityPreferredRedemptionValue,24
GrantsReceivableNoncurrent,24
NoncurrentBiologicalAssets,24
OtherInventoryCapitalizedCosts,24
DeferredCompensationArrangementWithIndividualSharesIssued,24
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,24
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,24
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,24
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,24
CreditRiskDerivativeAssetsAtFairValue,24
BalancesWithBanks,23
ProvisionForDecommissioningRestorationAndRehabilitationCosts,23
OtherInventoryInTransit,23
ShortTermDebtAmount,23
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeMinimumPensionLiabilityAfterTax,23
PledgedAssetsSeparatelyReportedOtherAssetsPledgedAsCollateralAtFairValue,23
DerivativeInstrumentsInHedgesAssetsAtFairValue,23
CurrentPayablesForPurchaseOfNoncurrentAssets,23
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,23
CommonStockAdditionalSeriesNoParValue,23
AdvanceRoyalties,23
PledgedAssetsSeparatelyReportedOnStatementOfFinancialPositionAtFairValue,23
IntangibleExplorationAndEvaluationAssets,23
AssetsHeldForSaleCapitalLeasedAssetsNet,23
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateFairValue,23
DividendPayables,22
PostconfirmationLiabilitiesAndStockholdersEquity,22
OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities,22
EquityInstrumentsHeld,22
PreconfirmationAccumulatedOtherComprehensiveIncomeLoss,22
NoncurrentReceivablesFromTaxesOtherThanIncomeTax,22
PublicUtilitiesPropertyPlantAndEquipmentEquipment,22
DefinedBenefitPensionPlanNoncurrentLiabilities,22
ItemsInCourseOfTransmissionToOtherBanks,22
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,22
ImpactOfRestatementOnOpeningRetainedEarningsNetOfTax,22
TradingSecuritiesDebtCurrent,22
AccruedPayrollTaxesCurrentAndNoncurrent,22
IncomeTaxExpenseBenefit,22
CashAndSecuritiesSegregatedUnderSecuritiesExchangeCommissionRegulation,22
RentDeferredIncomeClassifiedAsNoncurrent,22
LiabilitiesSubjectToCompromiseAsbestosObligations,22
InvestmentsInAndAdvancesToAffiliatesBalancePrincipalAmount,22
RegistrationPaymentArrangementMaximumPotentialConsideration,22
ShorttermDepositsClassifiedAsCashEquivalents,21
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,21
RedeemablePreferredStockSharesAuthorized,21
BusinessCombinationContingentConsiderationAssetCurrent,21
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,21
CurrentFinancialAssetsAtAmortisedCost,21
CommonStockDividendsShares,21
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesLongTermDebt,21
FinancialLiabilities,21
RedeemableConvertiblePreferredStockSharesAuthorized,21
InvestmentSoldNotYetPurchasedSaleProceeds,21
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,21
TimeDepositMaturitiesAfterRollingYearFive,21
FinancialInstrumentsOwnedOtherSovereignGovernmentObligationsAtFairValue,21
FinancialInstrumentsSoldNotYetPurchasedOtherSovereignGovernmentDebt,21
FlightEquipmentOwnedNet,21
ProvisionsForEmployeeBenefits,21
EnergyRelatedInventoryPetroleum,21
ContractWithCustomerAssetGrossNoncurrent,20
GovernmentContractReceivableUnbilledAmounts,20
InterestRateDerivativesAtFairValueNet,20
CurrentPrepaymentsAndCurrentAccruedIncome,20
CapitalCommitments,20
OtherInventoryInventoryAtOffSitePremises,20
ExtendedProductWarrantyAccrualNoncurrent,20
SecuredDemandNotes,20
LiabilitiesSubjectToCompromiseOtherLiabilities,20
FairValueConcentrationOfRiskAccountsReceivable,20
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilities,20
NoncurrentPortionOfNoncurrentSecuredBankLoansReceived,20
EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,20
SharesIssuedPricePerShare,20
AccountsPayableUnderwritersPromotersAndEmployeesOtherThanSalariesAndWagesCurrent,20
GoodwillImpairedAccumulatedImpairmentLoss,20
EmployeeStockOwnershipPlanESOPFairValueOfSharesSubjectToRepurchaseObligation,20
PurchaseObligation,20
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassPropertyPlantAndEquipmentOtherAccumulatedDepreciation,20
OtherNonfinancialLiabilities,20
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,20
ItemsInCourseOfCollectionFromOtherBanks,20
CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,19
NoncurrentDebtInstrumentsIssued,19
PolicyholdersSurplus,19
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,19
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,19
CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,19
VariableInterestEntityConsolidatedAssetsCurrent,19
IndefiniteLivedInternationalSlotsAndRoutes,19
LimitedLiabilityCompanyLLCPreferredUnitOutstanding,19
FinancialInstrumentsSoldNotYetPurchasedPhysicalCommoditiesSold,19
FinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,19
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredButNotReportedIBNRClaimsAmount,19
AccountsPayableInterestBearingCurrentAndNoncurrent,19
NetIncomeLoss,19
MembershipsInExchangesOwned,19
RedeemablePreferredStockCarryingAmount,19
SharesHeldInEmployeeStockOptionPlanAllocated,19
VariableInterestEntityConsolidatedLiabilitiesNoncurrentNoRecourse,19
RedeemablePreferredStockSharesIssued,19
InvestmentContractsLiabilities,19
FairValueEstimateNotPracticableMandatorilyRedeemablePreferredStock,19
PreferredStockAdditionalSeriesValueOutstanding,19
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCapitalLeaseObligation,19
ReserveOfRemeasurementsOfDefinedBenefitPlans,19
IndefiniteLivedDomesticSlotsAndRoutes,19
OtherOwnershipInterestsValue,19
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,19
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrustCurrent,19
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,19
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,18
ClassOfWarrantOrRightUnissued,18
EnergyMarketingAccountsPayable,18
RestrictedCashEquivalents,18
CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,18
ClosedBlockInvestmentsFixedMaturityAvailableForSaleAmortizedCost,18
DeferredStormAndPropertyReserveDeficiencyNoncurrent,18
PurchaseOptionsLand,18
PostconfirmationRetainedEarningsDeficit,18
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,18
InterestbearingDomesticDepositOther,18
TradingSecuritiesEquityCurrent,18
OwnshareLendingArrangementSharesOutstanding,18
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,18
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,18
DueToEmployeesNoncurrent,18
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,18
NoncurrentFinancialAssetsAtAmortisedCost,18
RedeemablePreferredStockSharesOutstanding,18
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,18
CurrentDebtInstrumentsIssued,18
FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,18
LoansReceivableCommercialTradeFinancing,18
AssetsOfBenefitPlan,18
OilAndGasPropertySuccessfulEffortMethodAccumulatedImpairment,18
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables,18
NoncurrentPayablesToTradeSuppliers,18
MalpracticeLossContingencyAccrualUndiscountedCurrent,18
AvailableforsaleSecuritiesRestrictedNoncurrent,17
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,17
IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,17
EquityFairValueDisclosure,17
AccruedAdvertisingCurrentAndNoncurrent,17
NoncurrentAdvances,17
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,17
CostMethodInvestmentsOriginalCost,17
OilAndGasProducingPropertiesOfRateRegulatedCompaniesUnamortizedCost,17
DebtIssuanceCostsLineOfCreditArrangementsGross,17
AmortizationOfIntangibleAssets,17
PostconfirmationDeferredIncomeTaxAssetsCurrent,17
DebtInstrumentUnamortizedPremiumNoncurrent,17
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,17
ParticipatingMortgageLoansMortgageObligationsAmount,17
AccumulatedComprehensiveIncomeAfterAdoptionOfNewAccountingPrinciple,17
PrincipalAmountOutstandingOfLoansHeldInPortfolio,17
PrepaymentsAndAccruedIncome,17
WorkersCompensationLiabilityCurrentAndNoncurrent,17
EquityMethodInvestmentSummarizedFinancialInformationAssets,17
PreconfirmationStockholdersEquity,17
DerivativeFinancialLiabilitiesHeldForHedging,17
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsBalance,17
LiabilityForFuturePolicyBenefitAfterReinsurance,17
TradingAccountAssetsFairValueDisclosure,17
DebtSecuritiesNoncurrent,17
LoansAndLeasesReceivableCommercialAllowance,17
ReceivablesWithImputedInterestAmortizationAmount,17
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,16
FinancialInstrumentsOwnedPhysicalCommoditiesAtFairValue,16
FairValueLiabilitiesMeasuredOnRecurringBasisSubordinatedDebtObligations,16
AccruedRoyalties,16
LicencesAndFranchises,16
AmortizationOfFinancingCosts,16
ShorttermLegalProceedingsProvision,16
SecuritiesBorrowedGross,16
AccumulatedCapitalizedInterestCosts,16
GeneralPartnersCapitalAccountUnitsAuthorized,16
ProvisionForDoubtfulAccounts,16
LimitedPartnersCapitalAccountValue,16
LoansReceivableCommercialAgricultural,16
PropertyPlantAndEquipmentGrossExcludingCapitalLeasedAssets,16
InvestmentCompanyDistributableEarnings,16
QualifiedAffordableHousingProjectInvestmentsCommitment,16
DerivativeNetLiabilityPositionAggregateFairValue,16
Prepayments,16
EquitySecuritiesFvNiRestricted,16
ContractHolderReceivables,16
DeferredCompensationArrangementWithIndividualSharesAuthorizedForIssuance,16
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,16
SecuritiesLoanedGross,16
SecuritiesFailedToReceive,16
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentBeforeTax,16
AvailableForSaleSecuritiesDebtMaturitiesFairValue,16
DefinedBenefitPlanFairValueOfPlanAssets,16
SeparateAccountsAsset,16
RealEstateHeldForDevelopmentAndSaleSubsidiary,16
RedeemableConvertiblePreferredStockSharesIssued,16
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,16
LimitedLiabilityCompanyLLCPreferredUnitIssued,16
LiabilitiesSubjectToCompromiseAccountsPayableAndAccruedLiabilities,16
VariableInterestEntityNonconsolidatedCarryingAmountAssetsAndLiabilitiesNet,15
FederalFundsPurchasedFairValueDisclosure,15
VariableInterestCarryingAmountAssets,15
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,15
LifeSettlementContractsFairValueMethodCarryingAmount,15
SaleLeasebackTransactionAccumulatedDepreciation,15
PublicUtilitiesPropertyPlantAndEquipmentVehicles,15
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedClaimsAmount,15
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,15
AvailableforsaleSecuritiesGrossUnrealizedGain,15
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,15
CollateralAlreadyPostedAggregateFairValue,15
LiabilitiesSubjectToCompromiseIncomeTaxContingencies,15
OtherAssetsNotAllowed,15
FinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,15
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesCarryingAmountNet,15
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsGross,15
LiabilityNetForClaimsAndClaimsAdjustmentExpenseFinancialGuaranteeInsuranceContracts,15
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,15
DepreciationAndAmortization,15
LiabilitiesSubjectToCompromiseEnvironmentalContingencies,15
DerivativeFinancialAssetsHeldForHedging,15
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,15
AccountsPayableInterestBearingNoncurrent,15
CapitalizedContractCostGross,15
LiabilitiesSubjectToCompromisePensionAndOtherPostretirementObligations,15
PreconfirmationAmortizableIntangibleAssetsNet,15
StatutoryAccountingPracticesPortionOfExcessRetainedEarningsNotTaxed,15
LeaseIncentiveReceivable,15
ReinsuranceRecoverablesOnPaidLossesGross,15
RealEstateInventoryConstructionMaterials,15
LiabilitiesSubjectToCompromiseProvisionForExpectedAndAllowedClaims,14
PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesHeldToMaturity,14
ContingentLiabilitiesRecognisedInBusinessCombination,14
RevenueRemainingPerformanceObligation,14
TradeReceivablesHeldForSaleNet,14
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,14
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentNet,14
AmountOfEmbeddedRegulatoryLiability,14
AssetsUnderReinsuranceCeded,14
ParticipatingMortgageLoansUnamortizedDebtDiscountAmount,14
IncomeTaxExaminationPenaltiesAndInterestAccrued,14
NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,14
DefinedBenefitPlanCurrentAssets,14
VariableInterestEntityConsolidatedLiabilitiesCurrent,14
LossContingencyReceivable,14
OtherPayables,14
DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,14
LiabilitiesFairValueDisclosureRecurring,14
LoansAndLeasesReceivableDeferredIncomeCommercial,14
AssumedLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense,14
PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustments,14
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,14
CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,14
SecurityOwnedNotReadilyMarketableFairValue,14
AggregateIndebtedness,14
ComputerSoftware,14
CurrentGovernmentGrants,14
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,14
BrokerDealerSecuritiesOwnedNotReadilyMarketableAtEstimatedFairValue,14
DisposalGroupLiabilitiesOfBusinessTransferredUnderContractualArrangement,14
CurrentBondsIssuedAndCurrentPortionOfNoncurrentBondsIssued,14
ReceivableWithImputedInterestDiscount,14
LegalProceedingsProvision,14
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognizedOtherThanAtFairValue,14
RetentionPayableDueAfterOneYear,14
MultiemployerPlansWithdrawalObligation,14
PresentValueOfFutureInsuranceProfits,13
LoansAndLeasesReceivableConsumerLeaseFinancing,13
ShorttermOnerousContractsProvision,13
DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxesPayable,13
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,13
ForeignCurrencyDerivativeLiabilitiesAtFairValue,13
LeaseDepositLiability,13
RedeemableConvertiblePreferredStockValueExcludingAdditionalPaidInCapital,13
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,13
LossContingencyDiscountedAmountOfInsuranceRelatedAssessmentLiability,13
DeferredTaxAssetParentsBasisInDiscontinuedOperation,13
CurrentFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,13
TreasuryStockPreferredValue,13
ReinsuranceRecoverablesOnPaidLossesAllowance,13
NoncurrentDepositsFromCustomers,13
ContractualObligationDueInNextTwelveMonths,13
JuniorSubordinatedNotesCurrent,13
ReinsuranceAssets,13
ContractWithCustomerRefundLiabilityNoncurrent,13
FinancialAssets,13
ContinuingCareRetirementCommunitiesAdvanceFeesObligationForFutureServicesAmount,13
MalpracticeLossContingencyLettersOfCreditAndSuretyBonds,12
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,12
SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangement,12
ValuationAllowanceAmount,12
AllowanceAccountForCreditLossesOfFinancialAssets,12
TradingLiabilitiesFairValueDisclosure,12
AociIncludingPortionAttributableToNoncontrollingInterestTax,12
IncreaseDecreaseInDueToRelatedParties,12
VariableInterestEntityConsolidatedLiabilitiesNoncurrent,12
AccumulatedFairValueHedgeAdjustmentOnHedgedItemIncludedInCarryingAmountAssets,12
OtherSundryLiabilities,12
ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,12
PaymentsOfDebtIssuanceCosts,12
AccumulatedFairValueHedgeAdjustmentOnHedgedItemIncludedInCarryingAmountLiabilities,12
FinancialInstrumentsSoldNotYetPurchasedMortgagesMortgageBackedAndAssetBackedSecurities,12
OtherDeferredCostsGross,12
FederalHomeLoanBankAdvancesMaturitiesSummary,12
CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,12
LinesOfCreditFairValueDisclosure,12
DeferredCompensationLiabilityNoncurrent,12
StatutoryCapitalAndSurplusApplyingNationalAssociationOfInsuranceCommissionersNAICPractices,12
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,12
NoncurrentFinanceLeaseReceivables,12
HeldtomaturitySecuritiesRestrictedCurrent,12
DefinedBenefitPlanAmountsRecognizedInBalanceSheet,12
AssetsArisingFromInsuranceContracts,12
FreshStartAdjustmentIncreaseDecreaseRetainedEarningsDeficit,12
AllowanceForUncollectibleCustomersLiabilityForAcceptances,11
StockIssuedDuringPeriodValueNewIssues,11
DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsNoncurrent,11
SecuritiesSegregatedUnderSecuritiesExchangeCommissionRegulation,11
PledgedAssetsSeparatelyReportedLoansPledgedForRepurchaseAgreementsAtFairValue,11
CorporateLoans,11
CurrentAdvancesToSuppliers,11
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued,11
GuaranteedBenefitLiabilityNet,11
LongTermDebtComponentsBondsPayable,11
CompensatingBalanceAmount,11
AccruedIncome,11
DerivativeFinancialAssetsHeldForTrading,11
CashFDICInsuredAmount,11
DeferredTaxLiabilitiesInvestments,11
PreconfirmationLiabilitiesAndStockholdersEquity,11
OfficeEquipment,11
ReorganizationValueNetRealizableValueOfAssetDispositions,11
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,11
RestrictedInvestmentsAtFairValue,11
LoansAndLeasesReceivableLoansInProcess,11
SupplementalUnemploymentBenefitsSalaryContinuation,11
PreferredStockCarryingAmount,11
AdvancesForGasExplorationDevelopmentAndProductionAmount,11
DerivativeFinancialLiabilitiesHeldForTrading,11
SecuredBankLoansReceived,11
LongTermDebtComponentsNotesPayable,11
OtherDebtInstrumentsHeld,11
VariableInterestEntityConsolidatedCarryingAmountAssetsAndLiabilitiesNet,11
SecuritiesReserveDepositRequiredAndMade,11
DebtInstrumentPrincipalOutstanding,11
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,11
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,11
DisposalGroupIncludingDiscontinuedOperationCash,10
RetailLandSalesLiabilityForImprovements,10
ClosingForeignExchangeRate,10
InterestAndDividendsPayable,10
AccruedSalesCommission,10
SummaryOfInvestmentsOtherThanInvestmentsInRelatedPartiesCarryingAmount,10
ShorttermRestructuringProvision,10
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,10
CapitalizedContractCostAccumulatedAmortization,10
SalesTypeLeaseNetInvestmentInLease,10
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,10
SurveyChargesAmount,10
RedeemablePreferredStockSubscriptionsReceivable,10
Ships,10
DebtIssuanceCosts,10
DebtInstrumentInterestRateAtPeriodEnd,10
AccrualForTaxesOtherThanIncomeTaxes,10
DeferredTaxesBusinessCombinationValuationAllowanceAllocatedToContributedCapital,10
FairValueMeasuredOnRecurringBasisInvestments,10
MinorityInterestOwnershipPercentageByNoncontrollingOwners,10
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,10
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,10
BusinessAcquisitionPurchasePriceAllocationUnfavorableContractAccrual,10
MiningAssets,10
